Nom,Age,Nationalite,Valeur_Marchande,Prix_Raw,URL_Profil
Diego Rico,30,Espagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/diego-rico/profil/spieler/249513
Nahuel Bustos,24,Argentine,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/nahuel-bustos/profil/spieler/439629
Lautaro Morales,23,Argentine,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/lautaro-morales/profil/spieler/576023
Josef Martínez,30,Venezuela,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/josef-martinez/profil/spieler/162569
Maxime Crépeau,29,Canada,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/maxime-crepeau/profil/spieler/189014
Emanuel Gularte,25,Uruguay,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/emanuel-gularte/profil/spieler/365947
Janis Antiste,21,France,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/janis-antiste/profil/spieler/538974
Hugo Mallo,32,Espagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/hugo-mallo/profil/spieler/119905
André Shinyashiki,26,Brésil,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/andre-shinyashiki/profil/spieler/636331
Luca Mazzitelli,27,Italie,"3,00 mio. €",?,https://www.transfermarkt.fr/luca-mazzitelli/profil/spieler/226025
Kaio Jorge,21,Brésil,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/kaio-jorge/profil/spieler/620477
Latif Blessing,26,Ghana,"3,00 mio. €",?,https://www.transfermarkt.fr/latif-blessing/profil/spieler/398238
Eduardo Bauermann,27,Brésil,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/eduardo-bauermann/profil/spieler/294804
Paulo Gazzaniga,31,Argentine,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/paulo-gazzaniga/profil/spieler/195488
Daley Blind,33,Pays-Bas,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/daley-blind/profil/spieler/12282
Pablo Torre,20,Espagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/pablo-torre/profil/spieler/720038
Carlos González,30,Paraguay,"3,00 mio. €",?,https://www.transfermarkt.fr/carlos-gonzalez/profil/spieler/366620
Jalil Elías,27,Syrie,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/jalil-elias/profil/spieler/376859
Jon Morcillo,24,Espagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/jon-morcillo/profil/spieler/455349
Kamil Piątkowski,23,Pologne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/kamil-piatkowski/profil/spieler/345449
Haris Belkebla,29,Algérie,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/haris-belkebla/profil/spieler/138055
Rúben Semedo,29,Portugal,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/ruben-semedo/profil/spieler/197602
Virgil Misidjan,29,Suriname,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/virgil-misidjan/profil/spieler/214346
Pêpê,26,Portugal,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/pepe/profil/spieler/258018
Malcolm Ebiowei,20,Angleterre,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/malcolm-ebiowei/profil/spieler/512354
Julian Gressel,30,États-Unis,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/julian-gressel/profil/spieler/229640
Ahmed Al-Kassar,32,Arabie Saoudite,100 K €,"2,95 mio. €",https://www.transfermarkt.fr/ahmed-al-kassar/profil/spieler/177956
Marino Hinestroza,21,Colombie,"1,00 mio. €","2,90 mio. €",https://www.transfermarkt.fr/marino-hinestroza/profil/spieler/663319
Thomas Kaminski,30,Belgique,"2,20 mio. €","2,90 mio. €",https://www.transfermarkt.fr/thomas-kaminski/profil/spieler/77757
Jan Mlakar,24,Slovénie,"2,80 mio. €","3,35 mio. €",https://www.transfermarkt.fr/jan-mlakar/profil/spieler/309180
Kristoffer Olsson,28,Suède,"2,50 mio. €","2,80 mio. €",https://www.transfermarkt.fr/kristoffer-olsson/profil/spieler/193592
Álex Arce,28,Paraguay,"2,00 mio. €","2,80 mio. €",https://www.transfermarkt.fr/alex-arce/profil/spieler/970518
Ljubo Puljic,16,Croatie,-,"2,80 mio. €",https://www.transfermarkt.fr/ljubo-puljic/profil/spieler/1064015
Martin Hongla,25,Cameroun,"2,80 mio. €","2,75 mio. €",https://www.transfermarkt.fr/martin-hongla/profil/spieler/398808
Santiago Solari,25,Argentine,"2,80 mio. €","2,74 mio. €",https://www.transfermarkt.fr/santiago-solari/profil/spieler/866059
Aleksandr Kovalenko,19,Russie,"2,80 mio. €","2,00 mio. €",https://www.transfermarkt.fr/aleksandr-kovalenko/profil/spieler/811544
Gonzalo Villar,25,Espagne,"2,80 mio. €","1,80 mio. €",https://www.transfermarkt.fr/gonzalo-villar/profil/spieler/398163
Mame Thiam,31,Sénégal,"2,80 mio. €","1,70 mio. €",https://www.transfermarkt.fr/mame-thiam/profil/spieler/163053
Sory Kaba,28,Guinée,"2,80 mio. €","1,50 mio. €",https://www.transfermarkt.fr/sory-kaba/profil/spieler/355689
Hayao Kawabe,27,Japon,"2,80 mio. €","1,50 mio. €",https://www.transfermarkt.fr/hayao-kawabe/profil/spieler/262489
Saba Lobjanidze,28,Géorgie,"2,80 mio. €","1,50 mio. €",https://www.transfermarkt.fr/saba-lobjanidze/profil/spieler/251029
Tomás Marchiori,28,Argentine,"2,80 mio. €","1,02 mio. €",https://www.transfermarkt.fr/tomas-marchiori/profil/spieler/596909
Emanuel Coronel,27,Argentine,"2,80 mio. €",835 K €,https://www.transfermarkt.fr/emanuel-coronel/profil/spieler/565194
Krystian Bielik,25,Pologne,"2,80 mio. €",580 K €,https://www.transfermarkt.fr/krystian-bielik/profil/spieler/287247
Queensy Menig,28,Pays-Bas,"2,80 mio. €",300 K €,https://www.transfermarkt.fr/queensy-menig/profil/spieler/225339
Max Bird,23,Angleterre,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/max-bird/profil/spieler/486464
Dujon Sterling,23,Angleterre,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/dujon-sterling/profil/spieler/346315
Emre Kılınç,28,Turquie,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/emre-kilinc/profil/spieler/208848
Samet Akaydin,29,Turquie,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/samet-akaydin/profil/spieler/295024
Rúben Vinagre,24,Portugal,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/ruben-vinagre/profil/spieler/357158
Adam Idah,22,Irlande,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/adam-idah/profil/spieler/434223
Lautaro Giannetti,30,Argentine,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/lautaro-giannetti/profil/spieler/225963
Erik Botheim,24,Norvège,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/erik-botheim/profil/spieler/418559
Luis Binks,21,Angleterre,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/luis-binks/profil/spieler/471004
Fabio Borini,32,Italie,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/fabio-borini/profil/spieler/96754
Iván Tapia,25,Argentine,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/ivan-tapia/profil/spieler/697405
Alejandro Pozuelo,31,Espagne,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/alejandro-pozuelo/profil/spieler/188853
Luca Moro,22,Italie,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/luca-moro/profil/spieler/600936
Dimitrios Pelkas,29,Grèce,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/dimitrios-pelkas/profil/spieler/212832
Rogelio Funes Mori,32,Mexique,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/rogelio-funes-mori/profil/spieler/135082
Vitinho,30,Brésil,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/vitinho/profil/spieler/213605
Marco Angulo,22,Équateur,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/marco-angulo/profil/spieler/659793
Fawaz Al-Sqoor,27,Arabie Saoudite,900 K €,"2,80 mio. €",https://www.transfermarkt.fr/fawaz-al-sqoor/profil/spieler/364450
Alejandro Martínez,26,Argentine,"1,20 mio. €","2,78 mio. €",https://www.transfermarkt.fr/alejandro-martinez/profil/spieler/729356
Enes Sali,17,Roumanie,"1,30 mio. €","2,78 mio. €",https://www.transfermarkt.fr/enes-sali/profil/spieler/875252
Nicolò Turco,19,Italie,500 K €,"2,75 mio. €",https://www.transfermarkt.fr/nicolo-turco/profil/spieler/650965
Shavy Babicka,23,Gabon,"1,00 mio. €","2,75 mio. €",https://www.transfermarkt.fr/shavy-babicka/profil/spieler/916920
Romeo Benítez,21,Paraguay,"1,50 mio. €","2,75 mio. €",https://www.transfermarkt.fr/romeo-benitez/profil/spieler/978951
Ramiro Sordo,23,Argentine,"2,50 mio. €","2,75 mio. €",https://www.transfermarkt.fr/ramiro-sordo/profil/spieler/830112
Abdullah Al-Ammar,29,Arabie Saoudite,750 K €,"2,74 mio. €",https://www.transfermarkt.fr/abdullah-al-ammar/profil/spieler/369090
Santiago Mouriño,21,Uruguay,500 K €,"2,70 mio. €",https://www.transfermarkt.fr/santiago-mourino/profil/spieler/953901
Žan Vipotnik,21,Slovénie,"2,00 mio. €","2,70 mio. €",https://www.transfermarkt.fr/zan-vipotnik/profil/spieler/506942
Mikkel Kaufmann,22,Danemark,"2,70 mio. €","2,70 mio. €",https://www.transfermarkt.fr/mikkel-kaufmann/profil/spieler/545332
Thomas Beelen,22,Pays-Bas,"2,00 mio. €","2,70 mio. €",https://www.transfermarkt.fr/thomas-beelen/profil/spieler/593862
Brahian Palacios,21,Colombie,"1,50 mio. €","2,70 mio. €",https://www.transfermarkt.fr/brahian-palacios/profil/spieler/989925
Anis Ben Slimane,22,Tunisie,"2,50 mio. €","2,70 mio. €",https://www.transfermarkt.fr/anis-ben-slimane/profil/spieler/546712
Kristoffer Lund,21,États-Unis,"1,50 mio. €","2,70 mio. €",https://www.transfermarkt.fr/kristoffer-lund/profil/spieler/623773
Damián Bobadilla,22,Paraguay,"2,00 mio. €","2,70 mio. €",https://www.transfermarkt.fr/damian-bobadilla/profil/spieler/861852
Dennis Johnsen,25,Norvège,"1,50 mio. €","2,70 mio. €",https://www.transfermarkt.fr/dennis-johnsen/profil/spieler/406042
Santiago Núñez,23,Argentine,"2,70 mio. €","2,25 mio. €",https://www.transfermarkt.fr/santiago-nunez/profil/spieler/959208
Phillip Tietz,26,Allemagne,"2,70 mio. €","2,20 mio. €",https://www.transfermarkt.fr/phillip-tietz/profil/spieler/288340
Rayyan Baniya,24,Turquie,"2,70 mio. €","2,05 mio. €",https://www.transfermarkt.fr/rayyan-baniya/profil/spieler/394872
Sergio Barreto,24,Argentine,"2,70 mio. €","2,00 mio. €",https://www.transfermarkt.fr/sergio-barreto/profil/spieler/556047
Abdou Harroui,25,Maroc,"2,70 mio. €",700 K €,https://www.transfermarkt.fr/abdou-harroui/profil/spieler/416386
M'Baye Niang,29,Sénégal,"2,70 mio. €",250 K €,https://www.transfermarkt.fr/mbaye-niang/profil/spieler/157501
Bendegúz Bolla,23,Hongrie,Inconnu,"2,70 mio. €",https://www.transfermarkt.fr/bendeguz-bolla/profil/spieler/439351
Mohamed Ali Ben Romdhane,23,Tunisie,Inconnu,"2,70 mio. €",https://www.transfermarkt.fr/mohamed-ali-ben-romdhane/profil/spieler/577881
David Okereke,26,Nigeria,Inconnu,"2,70 mio. €",https://www.transfermarkt.fr/david-okereke/profil/spieler/413605
Dimitrios Goutas,29,Grèce,Inconnu,"2,70 mio. €",https://www.transfermarkt.fr/dimitrios-goutas/profil/spieler/191829
Demba Seck,22,Sénégal,Inconnu,"2,70 mio. €",https://www.transfermarkt.fr/demba-seck/profil/spieler/551752
Emam Ashour,25,Égypte,"2,00 mio. €","2,68 mio. €",https://www.transfermarkt.fr/emam-ashour/profil/spieler/604008
Seedy Jatta,20,Norvège,"1,00 mio. €","2,61 mio. €",https://www.transfermarkt.fr/seedy-jatta/profil/spieler/661206
Umut Güneş,23,Turquie,"2,60 mio. €","2,30 mio. €",https://www.transfermarkt.fr/umut-gunes/profil/spieler/422203
Horațiu Moldovan,26,Roumanie,"2,60 mio. €",800 K €,https://www.transfermarkt.fr/horatiu-moldovan/profil/spieler/525438
Jonas Svensson,30,Norvège,Inconnu,"2,60 mio. €",https://www.transfermarkt.fr/jonas-svensson/profil/spieler/136184
Ahmed Hassan,30,Égypte,Inconnu,"2,60 mio. €",https://www.transfermarkt.fr/ahmed-hassan/profil/spieler/184816
André Silva,26,Brésil,"2,50 mio. €","3,80 mio. €",https://www.transfermarkt.fr/andre-silva/profil/spieler/565232
Carlo Holse,24,Danemark,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/carlo-holse/profil/spieler/345577
Raniele,27,Brésil,"1,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/raniele/profil/spieler/546530
João Basso,26,Brésil,"1,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/joao-basso/profil/spieler/410183
David Ankeye,21,Nigeria,"1,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/david-ankeye/profil/spieler/881610
George Pușcaș,27,Roumanie,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/george-puscas/profil/spieler/208690
Mattia Aramu,28,Italie,"2,20 mio. €","2,50 mio. €",https://www.transfermarkt.fr/mattia-aramu/profil/spieler/200188
Tiago Palacios,22,Uruguay,"1,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/tiago-palacios/profil/spieler/755457
Nazariy Rusyn,24,Ukraine,"2,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/nazariy-rusyn/profil/spieler/366729
Kevin Van Den Kerkhof,27,Algérie,"2,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/kevin-van-den-kerkhof/profil/spieler/400680
Hyun-jun Yang,21,Corée du Sud,700 K €,"2,50 mio. €",https://www.transfermarkt.fr/hyun-jun-yang/profil/spieler/853110
Yann Gboho,22,France,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/yann-gboho/profil/spieler/463613
Niklas Schmidt,25,Allemagne,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/niklas-schmidt/profil/spieler/275249
Aliou Baldé,20,Guinée,800 K €,"2,50 mio. €",https://www.transfermarkt.fr/aliou-balde/profil/spieler/666977
Milutin Osmajic,24,Monténégro,"2,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/milutin-osmajic/profil/spieler/542819
Håkon Evjen,23,Norvège,"1,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/hakon-evjen/profil/spieler/394688
Mehdi Léris,25,Algérie,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/mehdi-leris/profil/spieler/348601
Gregore,29,Brésil,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/gregore/profil/spieler/546036
Victor Torp,24,Danemark,"1,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/victor-torp/profil/spieler/403692
Giorgi Chakvetadze,24,Géorgie,"2,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/giorgi-chakvetadze/profil/spieler/412616
Casper De Norre,26,Belgique,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/casper-de-norre/profil/spieler/292806
Nicholas Gioacchini,23,États-Unis,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/nicholas-gioacchini/profil/spieler/704156
Rafael Fernandes,21,Portugal,700 K €,"2,50 mio. €",https://www.transfermarkt.fr/rafael-fernandes/profil/spieler/744074
Zakaria El Ouahdi,21,Maroc,800 K €,"2,50 mio. €",https://www.transfermarkt.fr/zakaria-el-ouahdi/profil/spieler/820474
Oumar Diakité,19,Côte d'Ivoire,"1,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/oumar-diakite/profil/spieler/847279
Noah Darvich,16,Allemagne,-,"2,50 mio. €",https://www.transfermarkt.fr/noah-darvich/profil/spieler/897480
Gonzalo Escalante,30,Argentine,"2,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/gonzalo-escalante/profil/spieler/266795
Lorenzo Faravelli,30,Argentine,"1,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/lorenzo-faravelli/profil/spieler/181706
Ángel Sepúlveda,32,Mexique,"1,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/angel-sepulveda/profil/spieler/160700
Jaime Seoane,26,Espagne,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/jaime-seoane/profil/spieler/340867
Filippo Missori,19,Italie,800 K €,"2,50 mio. €",https://www.transfermarkt.fr/filippo-missori/profil/spieler/650993
Svit Seslar,21,Slovénie,"1,20 mio. €","2,50 mio. €",https://www.transfermarkt.fr/svit-seslar/profil/spieler/603368
Rafael Ratão,27,Brésil,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/rafael-ratao/profil/spieler/289802
Andrés Ferrari,20,Uruguay,"2,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/andres-ferrari/profil/spieler/973805
Lucas Olaza,29,Uruguay,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/lucas-olaza/profil/spieler/216240
Assan Ceesay,29,Gambie,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/assan-ceesay/profil/spieler/388382
Saviour Godwin,27,Nigeria,"1,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/saviour-godwin/profil/spieler/295327
Kevin Nisbet,26,Écosse,"2,50 mio. €","2,34 mio. €",https://www.transfermarkt.fr/kevin-nisbet/profil/spieler/360661
Allahyar Sayyadmanesh,22,Iran,"2,50 mio. €","2,34 mio. €",https://www.transfermarkt.fr/allahyar-sayyadmanesh/profil/spieler/480975
Imanol Machuca,23,Malaisie,"2,50 mio. €","2,25 mio. €",https://www.transfermarkt.fr/imanol-machuca/profil/spieler/829968
Pedro Díaz,25,Espagne,"2,50 mio. €","2,20 mio. €",https://www.transfermarkt.fr/pedro-diaz/profil/spieler/363057
Szymon Wlodarczyk,20,Pologne,"2,50 mio. €","2,20 mio. €",https://www.transfermarkt.fr/szymon-wlodarczyk/profil/spieler/554282
Markus Solbakken,23,Norvège,"2,50 mio. €","2,20 mio. €",https://www.transfermarkt.fr/markus-solbakken/profil/spieler/418567
Marko Dugandzic,29,Croatie,"2,50 mio. €","2,00 mio. €",https://www.transfermarkt.fr/marko-dugandzic/profil/spieler/225961
Marcos André,26,Brésil,"2,50 mio. €","1,80 mio. €",https://www.transfermarkt.fr/marcos-andre/profil/spieler/481084
Tobias Gulliksen,20,Norvège,"2,50 mio. €","1,80 mio. €",https://www.transfermarkt.fr/tobias-gulliksen/profil/spieler/619657
Ander Guevara,26,Espagne,"2,50 mio. €","1,80 mio. €",https://www.transfermarkt.fr/ander-guevara/profil/spieler/465967
Kevin Mantilla,20,Colombie,"2,50 mio. €","1,62 mio. €",https://www.transfermarkt.fr/kevin-mantilla/profil/spieler/984904
Mahala Opoku,21,Ghana,"2,50 mio. €","1,61 mio. €",https://www.transfermarkt.fr/mahala-opoku/profil/spieler/565774
Landry Dimata,26,Belgique,"2,50 mio. €","1,50 mio. €",https://www.transfermarkt.fr/landry-dimata/profil/spieler/311489
Erik Palmer-Brown,26,États-Unis,"2,50 mio. €","1,50 mio. €",https://www.transfermarkt.fr/erik-palmer-brown/profil/spieler/282199
Aleksandar Pesic,31,Serbie,"2,50 mio. €","1,50 mio. €",https://www.transfermarkt.fr/aleksandar-pesic/profil/spieler/73457
Jacob Ondrejka,20,Suède,"2,50 mio. €","1,50 mio. €",https://www.transfermarkt.fr/jacob-ondrejka/profil/spieler/663237
Gabriel Silva,21,Brésil,"2,50 mio. €","1,50 mio. €",https://www.transfermarkt.fr/gabriel-silva/profil/spieler/627224
Faïz Selemani,29,Comores,"2,50 mio. €","1,50 mio. €",https://www.transfermarkt.fr/faiz-selemani/profil/spieler/352017
Alexander Hack,29,Allemagne,"2,50 mio. €","1,50 mio. €",https://www.transfermarkt.fr/alexander-hack/profil/spieler/126281
Tai Baribo,25,Israël,"2,50 mio. €","1,40 mio. €",https://www.transfermarkt.fr/tai-baribo/profil/spieler/492252
Luquinhas,27,Brésil,"2,50 mio. €","1,35 mio. €",https://www.transfermarkt.fr/luquinhas/profil/spieler/402825
Bruno Gomes,22,Brésil,"2,50 mio. €","1,31 mio. €",https://www.transfermarkt.fr/bruno-gomes/profil/spieler/703322
Hendrik Van Crombrugge,30,Belgique,"2,50 mio. €","1,30 mio. €",https://www.transfermarkt.fr/hendrik-van-crombrugge/profil/spieler/137326
Zuriko Davitashvili,22,Géorgie,"2,50 mio. €","1,25 mio. €",https://www.transfermarkt.fr/zuriko-davitashvili/profil/spieler/427572
Jérémy Livolant,25,France,"2,50 mio. €","1,25 mio. €",https://www.transfermarkt.fr/jeremy-livolant/profil/spieler/324806
Santiago Pierotti,22,Argentine,"2,50 mio. €","1,20 mio. €",https://www.transfermarkt.fr/santiago-pierotti/profil/spieler/674806
Florent Muslija,25,Kosovo,"2,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/florent-muslija/profil/spieler/337036
Sean Klaiber,29,Suriname,"2,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/sean-klaiber/profil/spieler/268113
Carel Eiting,25,Pays-Bas,"2,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/carel-eiting/profil/spieler/315128
William Troost-Ekong,29,Nigeria,"2,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/william-troost-ekong/profil/spieler/192875
Bruno Onyemaechi,24,Nigeria,"2,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/bruno-onyemaechi/profil/spieler/701325
Mirko Topić,22,Serbie,"2,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/mirko-topic/profil/spieler/615302
Sam Adekugbe,28,Canada,"2,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/sam-adekugbe/profil/spieler/287578
Christopher Lenz,28,Allemagne,"2,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/christopher-lenz/profil/spieler/159844
Iván Gómez,26,Argentine,"2,50 mio. €",912 K €,https://www.transfermarkt.fr/ivan-gomez/profil/spieler/459318
Dominik Schmid,25,Suisse,"2,50 mio. €",900 K €,https://www.transfermarkt.fr/dominik-schmid/profil/spieler/359409
Paul Seguin,28,Allemagne,"2,50 mio. €",750 K €,https://www.transfermarkt.fr/paul-seguin/profil/spieler/183780
Immanuel Pherai,22,Suriname,"2,50 mio. €",750 K €,https://www.transfermarkt.fr/immanuel-pherai/profil/spieler/412935
Blas Armoa,22,Paraguay,"2,50 mio. €",743 K €,https://www.transfermarkt.fr/blas-armoa/profil/spieler/491603
Richie Laryea,29,Canada,"2,50 mio. €",700 K €,https://www.transfermarkt.fr/richie-laryea/profil/spieler/417348
Bernardo,28,Brésil,"2,50 mio. €",600 K €,https://www.transfermarkt.fr/bernardo/profil/spieler/364258
Oumar Gonzalez,25,Cameroun,"2,50 mio. €",600 K €,https://www.transfermarkt.fr/oumar-gonzalez/profil/spieler/388795
Bradley Locko,21,France,"2,50 mio. €",500 K €,https://www.transfermarkt.fr/bradley-locko/profil/spieler/805908
Yahia Attiyat Allah,28,Maroc,"2,50 mio. €",500 K €,https://www.transfermarkt.fr/yahia-attiyat-allah/profil/spieler/366746
Facundo Almada,25,Argentine,"2,50 mio. €",500 K €,https://www.transfermarkt.fr/facundo-almada/profil/spieler/639390
Arijan Ademi,32,Macédoine du Nord,"2,50 mio. €",300 K €,https://www.transfermarkt.fr/arijan-ademi/profil/spieler/71542
Nuno Santos,24,Portugal,"2,50 mio. €",300 K €,https://www.transfermarkt.fr/nuno-santos/profil/spieler/367468
Kamil Jóźwiak,25,Pologne,"2,50 mio. €",250 K €,https://www.transfermarkt.fr/kamil-jozwiak/profil/spieler/289167
Fernando,36,Brésil,"2,50 mio. €",120 K €,https://www.transfermarkt.fr/fernando/profil/spieler/51174
Jacob Christensen,22,Danemark,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/jacob-christensen/profil/spieler/515017
Faride Alidou,22,Allemagne,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/faride-alidou/profil/spieler/456492
Gabriel Paulista,33,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/gabriel-paulista/profil/spieler/149498
Gaétan Weissbeck,26,France,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/gaetan-weissbeck/profil/spieler/347958
Fabian Reese,25,Allemagne,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/fabian-reese/profil/spieler/227102
Maxime Dupé,30,France,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/maxime-dupe/profil/spieler/127188
Ludwig Augustinsson,29,Suède,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ludwig-augustinsson/profil/spieler/170646
Wahid Faghir,19,Danemark,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/wahid-faghir/profil/spieler/610431
Kevin Vogt,32,Allemagne,"2,50 mio. €",?,https://www.transfermarkt.fr/kevin-vogt/profil/spieler/84435
Gustavo Sauer,30,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/gustavo-sauer/profil/spieler/336158
Ahmad Nourollahi,30,Iran,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ahmad-nourollahi/profil/spieler/327140
Finn Dahmen,25,Allemagne,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/finn-dahmen/profil/spieler/251299
Masaya Okugawa,27,Japon,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/masaya-okugawa/profil/spieler/307052
Neraysho Kasanwirjo,21,Pays-Bas,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/neraysho-kasanwirjo/profil/spieler/503640
Ryan Manning,27,Irlande,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ryan-manning/profil/spieler/262300
Mateo Tanlongo,20,Argentine,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/mateo-tanlongo/profil/spieler/851804
Ryan Flamingo,20,Pays-Bas,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ryan-flamingo/profil/spieler/586429
Nacho Vidal,29,Espagne,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/nacho-vidal/profil/spieler/216870
Toni Lato,25,Espagne,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/toni-lato/profil/spieler/320271
Felix Mambimbi,22,Suisse,"2,50 mio. €",?,https://www.transfermarkt.fr/felix-mambimbi/profil/spieler/507496
Vitor Hugo,32,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/vitor-hugo/profil/spieler/149752
Tin Jedvaj,27,Croatie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/tin-jedvaj/profil/spieler/206386
Bersant Celina,26,Kosovo,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/bersant-celina/profil/spieler/229695
Callum Styles,23,Hongrie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/callum-styles/profil/spieler/435062
Naci Ünüvar,20,Turquie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/naci-unuvar/profil/spieler/508639
Liziero,25,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/liziero/profil/spieler/401526
Oliver Burke,26,Écosse,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/oliver-burke/profil/spieler/341317
Lucas Oliveira,27,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/lucas-oliveira/profil/spieler/592373
Raúl Moro,20,Espagne,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/raul-moro/profil/spieler/624942
