Nom,Age,Nationalite,Valeur_Marchande,Prix_Raw,URL_Profil,Position,Matchs_22_23,Buts_22_23,Minutes_22_23
Stephy Mavididi,27,Angleterre,"6,00 mio. €","7,50 mio. €",https://www.transfermarkt.fr/stephy-mavididi/profil/spieler/340328,Ailier gauche,27,4,1318
Formose Mendy,25,Sénégal,"3,00 mio. €","7,50 mio. €",https://www.transfermarkt.fr/formose-mendy/profil/spieler/649023,Défenseur central,32,1,2680
Ibrahima Koné,26,Mali,"4,00 mio. €","7,50 mio. €",https://www.transfermarkt.fr/ibrahima-kone/profil/spieler/490223,Avant-centre,40,9,1741
Cristian Volpato,22,Italie,"3,00 mio. €","7,50 mio. €",https://www.transfermarkt.fr/cristian-volpato/profil/spieler/746891,Milieu offensif,14,2,618
Nedim Bajrami,26,Albanie,"7,50 mio. €","6,00 mio. €",https://www.transfermarkt.fr/nedim-bajrami/profil/spieler/390177,Milieu offensif,38,2,1831
Alex Telles,33,Brésil,"7,50 mio. €","4,60 mio. €",https://www.transfermarkt.fr/alex-telles/profil/spieler/255755,Arrière gauche,38,0,2142
Walid Cheddira,28,Maroc,"7,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/walid-cheddira/profil/spieler/521407,Avant-centre,38,22,3076
Paulinho,25,Brésil,Inconnu,"7,50 mio. €",https://www.transfermarkt.fr/paulinho/profil/spieler/428791,Ailier gauche,68,32,4934
Santi Comesaña,29,Espagne,Inconnu,"7,50 mio. €",https://www.transfermarkt.fr/santi-comesana/profil/spieler/380598,Milieu central,38,3,2604
Marash Kumbulla,25,Albanie,Inconnu,"7,50 mio. €",https://www.transfermarkt.fr/marash-kumbulla/profil/spieler/371371,Défenseur central,12,1,462
Paco Alcácer,32,Espagne,Inconnu,"7,50 mio. €",https://www.transfermarkt.fr/paco-alcacer/profil/spieler/126716,Avant-centre,35,9,2517
Momodou Sonko,21,Suède,"4,00 mio. €","7,25 mio. €",https://www.transfermarkt.fr/momodou-sonko/profil/spieler/929876,Ailier gauche,29,10,1561
Yann Bisseck,25,Allemagne,"5,00 mio. €","7,20 mio. €",https://www.transfermarkt.fr/yann-bisseck/profil/spieler/441986,Défenseur central,35,5,3082
Andy Diouf,22,France,"7,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/andy-diouf/profil/spieler/711976,Milieu central,57,3,4115
Santiago Castro,21,Argentine,"7,00 mio. €","13,20 mio. €",https://www.transfermarkt.fr/santiago-castro/profil/spieler/849520,Avant-centre,35,7,1596
Tiago Tomás,23,Portugal,"7,00 mio. €","8,80 mio. €",https://www.transfermarkt.fr/tiago-tomas/profil/spieler/616344,Avant-centre,33,4,1592
Arthur,22,Brésil,"5,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/arthur/profil/spieler/977464,Arrière droit,11,0,836
Raúl García,25,Espagne,"4,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/raul-garcia/profil/spieler/631002,Avant-centre,39,19,3222
Raoul Bellanova,25,Italie,"5,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/raoul-bellanova/profil/spieler/357992,Milieu droit,22,0,660
Léo Ortiz,30,Brésil,"7,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/leo-ortiz/profil/spieler/374136,Défenseur central,22,3,1784
Ellis Simms,25,Angleterre,"4,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/ellis-simms/profil/spieler/511550,Avant-centre,28,8,1353
Ozziel Herrera,24,Mexique,"3,50 mio. €","7,00 mio. €",https://www.transfermarkt.fr/ozziel-herrera/profil/spieler/629006,Ailier droit,39,7,2756
Agustín Ojeda,21,Argentine,"3,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/agustin-ojeda/profil/spieler/907131,Ailier gauche,24,3,1233
Matz Sels,33,Belgique,"7,00 mio. €","6,50 mio. €",https://www.transfermarkt.fr/matz-sels/profil/spieler/127202,Gardien de but,39,0,3540
Josh Doig,23,Écosse,"7,00 mio. €","6,50 mio. €",https://www.transfermarkt.fr/josh-doig/profil/spieler/567129,Arrière gauche,22,2,1354
Aníbal Moreno,26,Argentine,"7,00 mio. €","6,45 mio. €",https://www.transfermarkt.fr/anibal-moreno/profil/spieler/642758,Milieu défensif,36,3,3102
Jesús Medina,28,Paraguay,"7,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/jesus-medina/profil/spieler/353037,Ailier droit,33,11,2523
Tom Krauß,24,Allemagne,"7,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/tom-krauss/profil/spieler/405687,Milieu défensif,33,2,2618
Kasper Dolberg,28,Danemark,"7,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/kasper-dolberg/profil/spieler/283196,Avant-centre,22,2,720
Andy Delort,34,Algérie,"7,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/andy-delort/profil/spieler/122797,Avant-centre,35,9,1804
Nabil Bentaleb,31,Algérie,"7,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/nabil-bentaleb/profil/spieler/245537,Milieu défensif,33,4,2793
Khellven,22,Brésil,"7,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/khellven/profil/spieler/653348,Inconnu,0,0,0
Milan van Ewijk,25,Pays-Bas,"7,00 mio. €","4,30 mio. €",https://www.transfermarkt.fr/milan-van-ewijk/profil/spieler/587335,Arrière droit,40,6,3630
Thorgan Hazard,32,Belgique,"7,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/thorgan-hazard/profil/spieler/102226,Milieu offensif,34,3,1131
Jorge Carrascal,25,Colombie,"7,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/jorge-carrascal/profil/spieler/354145,Inconnu,0,0,0
Ruben Aguilar,32,France,"7,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/ruben-aguilar/profil/spieler/203746,Arrière droit,23,0,1389
Lucas Zelarayán,33,Arménie,"7,00 mio. €","2,75 mio. €",https://www.transfermarkt.fr/lucas-zelarayan/profil/spieler/230030,Milieu offensif,21,11,1780
Krzysztof Piatek,28,Pologne,"7,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/krzysztof-piatek/profil/spieler/327757,Inconnu,0,0,0
Gonzalo Martínez,32,Argentine,"7,00 mio. €",520 K €,https://www.transfermarkt.fr/gonzalo-martinez/profil/spieler/281405,Milieu offensif,17,1,586
Serge Aurier,33,Côte d'Ivoire,"7,00 mio. €",100 K €,https://www.transfermarkt.fr/serge-aurier/profil/spieler/127032,Arrière droit,28,1,2216
Alex Král,27,Tchéquie,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/alex-kral/profil/spieler/337333,Milieu central,31,0,2508
Alex Oxlade-Chamberlain,32,Angleterre,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/alex-oxlade-chamberlain/profil/spieler/143424,Milieu central,13,1,493
Japhet Tanganga,26,Angleterre,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/japhet-tanganga/profil/spieler/346478,Défenseur central,7,0,346
Aarón Martín,28,Espagne,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/aaron-martin/profil/spieler/251878,Arrière gauche,31,5,2077
Álvaro Carreras,22,Espagne,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/alvaro-carreras/profil/spieler/811778,Arrière gauche,42,0,2796
Luca Pellegrini,26,Italie,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/luca-pellegrini/profil/spieler/346567,Arrière gauche,22,0,1012
Connor Roberts,30,Pays de Galles,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/connor-roberts/profil/spieler/214666,Arrière droit,50,5,4007
Joe Rodon,28,Pays de Galles,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/joe-rodon/profil/spieler/297212,Défenseur central,22,1,1958
Tommy Doyle,24,Angleterre,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/tommy-doyle/profil/spieler/433183,Milieu central,38,4,2240
Matheus Pereira,29,Brésil,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/matheus-pereira/profil/spieler/225984,Milieu offensif,33,2,2190
Brandon Williams,25,Angleterre,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/brandon-williams/profil/spieler/507700,Arrière gauche,5,0,355
Leonardo Fernández,27,Uruguay,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/leonardo-fernandez/profil/spieler/375610,Milieu offensif,61,14,3270
Maxime Estève,23,France,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/maxime-esteve/profil/spieler/842341,Défenseur central,24,0,1734
Imrân Louza,26,Maroc,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/imran-louza/profil/spieler/635336,Milieu central,21,5,1431
Maxi Gómez,29,Uruguay,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/maxi-gomez/profil/spieler/396894,Avant-centre,37,7,2544
Tyler Morton,23,Angleterre,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/tyler-morton/profil/spieler/618494,Milieu défensif,47,0,3316
Chrislain Matsima,23,France,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/chrislain-matsima/profil/spieler/569383,Défenseur central,18,0,919
Martín Satriano,24,Uruguay,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/martin-satriano/profil/spieler/640109,Avant-centre,32,2,1772
Billal Brahimi,25,Algérie,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/billal-brahimi/profil/spieler/543051,Ailier droit,37,5,1249
Ibrahima Diallo,26,France,"7,00 mio. €",?,https://www.transfermarkt.fr/ibrahima-diallo/profil/spieler/413032,Milieu défensif,26,0,1326
Petar Ratkov,22,Serbie,"4,00 mio. €","6,95 mio. €",https://www.transfermarkt.fr/petar-ratkov/profil/spieler/846254,Avant-centre,40,14,2558
Ilia Gruev,25,Bulgarie,"3,00 mio. €","6,50 mio. €",https://www.transfermarkt.fr/ilia-gruev/profil/spieler/381753,Milieu défensif,32,0,1706
Christian Kabasele,32,Belgique,"1,00 mio. €","6,50 mio. €",https://www.transfermarkt.fr/christian-kabasele/profil/spieler/81512,Inconnu,0,0,0
Tiago Santos,23,Portugal,"3,50 mio. €","6,50 mio. €",https://www.transfermarkt.fr/tiago-santos/profil/spieler/816580,Arrière droit,35,0,2747
Orbelín Pineda,29,Mexique,"5,00 mio. €","6,50 mio. €",https://www.transfermarkt.fr/orbelin-pineda/profil/spieler/334042,Milieu central,42,10,2839
Dion Lopy,24,Sénégal,"4,00 mio. €","6,50 mio. €",https://www.transfermarkt.fr/dion-lopy/profil/spieler/649033,Milieu défensif,31,0,1508
Daniel Boloca,27,Italie,"3,50 mio. €","6,50 mio. €",https://www.transfermarkt.fr/daniel-boloca/profil/spieler/441515,Milieu défensif,32,2,2693
Pedro de la Vega,25,Argentine,"6,50 mio. €","6,40 mio. €",https://www.transfermarkt.fr/pedro-de-la-vega/profil/spieler/618984,Ailier droit,40,6,3219
Danilo,26,Brésil,"6,50 mio. €","6,30 mio. €",https://www.transfermarkt.fr/danilo/profil/spieler/519731,Avant-centre,48,14,2060
Carl Starfelt,30,Suède,"6,50 mio. €","5,00 mio. €",https://www.transfermarkt.fr/carl-starfelt/profil/spieler/258987,Défenseur central,37,3,3103
Rodrigo Garro,25,Argentine,"6,50 mio. €","4,55 mio. €",https://www.transfermarkt.fr/rodrigo-garro/profil/spieler/565009,Inconnu,0,0,0
Santiago Ascacíbar,28,Argentine,"6,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/santiago-ascacibar/profil/spieler/423436,Milieu défensif,65,5,5000
Nikola Moro,25,Croatie,"6,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/nikola-moro/profil/spieler/316934,Inconnu,0,0,0
Uros Racic,27,Serbie,"6,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/uros-racic/profil/spieler/417575,Milieu défensif,38,4,1763
Stipe Biuk,21,Croatie,Inconnu,"6,50 mio. €",https://www.transfermarkt.fr/stipe-biuk/profil/spieler/587520,Inconnu,0,0,0
Florian Grillitsch,30,Autriche,Inconnu,"6,50 mio. €",https://www.transfermarkt.fr/florian-grillitsch/profil/spieler/195736,Milieu défensif,18,0,627
Simone Bastoni,29,Italie,Inconnu,"6,50 mio. €",https://www.transfermarkt.fr/simone-bastoni/profil/spieler/257751,Milieu central,20,2,1261
Raúl Jiménez,34,Mexique,"6,00 mio. €","6,40 mio. €",https://www.transfermarkt.fr/raul-jimenez/profil/spieler/206040,Avant-centre,20,3,1170
Federico Pereira,25,Uruguay,"1,50 mio. €","6,33 mio. €",https://www.transfermarkt.fr/federico-pereira/profil/spieler/671479,Défenseur central,33,3,2884
Tomás Avilés,22,Argentine,"1,00 mio. €","6,30 mio. €",https://www.transfermarkt.fr/tomas-aviles/profil/spieler/1064191,Défenseur central,32,1,2193
Pablo Marí,32,Espagne,"5,00 mio. €","6,20 mio. €",https://www.transfermarkt.fr/pablo-mari/profil/spieler/210178,Défenseur central,31,1,2579
Marco Brescianini,26,Italie,900 K €,"6,20 mio. €",https://www.transfermarkt.fr/marco-brescianini/profil/spieler/459128,Milieu central,39,3,2700
Fabricio Díaz,23,Uruguay,"6,00 mio. €","6,10 mio. €",https://www.transfermarkt.fr/fabricio-diaz/profil/spieler/741567,Milieu défensif,16,0,892
André Amaro,23,Portugal,"6,00 mio. €","7,75 mio. €",https://www.transfermarkt.fr/andre-amaro/profil/spieler/637782,Défenseur central,32,1,2794
Bruma,31,Portugal,"6,00 mio. €","6,55 mio. €",https://www.transfermarkt.fr/bruma/profil/spieler/139396,Ailier gauche,26,4,1480
Samu Aghehowa,21,Espagne,200 K €,"6,00 mio. €",https://www.transfermarkt.fr/samu-aghehowa/profil/spieler/991268,Avant-centre,33,18,2063
Johnny Cardoso,24,États-Unis,"6,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/johnny-cardoso/profil/spieler/689505,Milieu défensif,49,2,3349
Jean Lucas,27,Brésil,"5,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/jean-lucas/profil/spieler/578872,Milieu central,32,0,2186
Oleg Reabciuk,28,Moldavie,"4,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/oleg-reabciuk/profil/spieler/461512,Arrière gauche,45,1,3782
Mads Bidstrup,24,Danemark,"2,50 mio. €","6,00 mio. €",https://www.transfermarkt.fr/mads-bidstrup/profil/spieler/462832,Milieu central,34,0,2907
Maduka Okoye,26,Nigeria,"2,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/maduka-okoye/profil/spieler/340353,Gardien de but,2,0,180
Enso González,21,Paraguay,"1,90 mio. €","6,00 mio. €",https://www.transfermarkt.fr/enso-gonzalez/profil/spieler/1060740,Ailier gauche,30,3,1800
Sivert Mannsverk,23,Norvège,"5,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/sivert-mannsverk/profil/spieler/510310,Milieu défensif,30,6,2606
George Ilenikhena,19,Nigeria,"1,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/george-ilenikhena/profil/spieler/1004834,Avant-centre,34,18,1501
Michal Skoras,25,Pologne,"6,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/michal-skoras/profil/spieler/393565,Ailier gauche,53,16,4030
Sergio Arribas,24,Espagne,"5,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/sergio-arribas/profil/spieler/537762,Milieu offensif,41,22,3266
Diego Lainez,25,Mexique,"2,50 mio. €","6,00 mio. €",https://www.transfermarkt.fr/diego-lainez/profil/spieler/371174,Ailier droit,41,2,1777
Jhon Solís,21,Colombie,700 K €,"6,00 mio. €",https://www.transfermarkt.fr/jhon-solis/profil/spieler/742521,Milieu central,32,0,2118
Félix Torres,29,Équateur,"6,00 mio. €","5,95 mio. €",https://www.transfermarkt.fr/felix-torres/profil/spieler/468174,Défenseur central,36,3,2769
Mostafa Mohamed,28,Égypte,"6,00 mio. €","5,75 mio. €",https://www.transfermarkt.fr/mostafa-mohamed/profil/spieler/462348,Avant-centre,51,11,2953
Érick Gutiérrez,30,Mexique,"6,00 mio. €","5,50 mio. €",https://www.transfermarkt.fr/erick-gutierrez/profil/spieler/298796,Milieu central,46,5,2459
Giovanni Fabbian,23,Italie,"6,00 mio. €","5,37 mio. €",https://www.transfermarkt.fr/giovanni-fabbian/profil/spieler/633668,Milieu offensif,38,8,2992
Adson,25,Brésil,"6,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/adson/profil/spieler/868891,Ailier droit,41,5,2479
Bakhtiyor Zaynutdinov,27,Kazakhstan,"6,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/bakhtiyor-zaynutdinov/profil/spieler/344299,Arrière gauche,27,1,2111
Pedro Raul,29,Brésil,"6,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/pedro-raul/profil/spieler/547443,Avant-centre,29,11,2278
Gerardo Arteaga,27,Mexique,"6,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/gerardo-arteaga/profil/spieler/469718,Arrière gauche,40,2,3527
Jean Onana,26,Cameroun,"6,00 mio. €","4,04 mio. €",https://www.transfermarkt.fr/jean-onana/profil/spieler/656441,Milieu défensif,26,0,1027
Matheuzinho,25,Brésil,"6,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/matheuzinho/profil/spieler/594226,Arrière droit,25,0,1444
Kerem Demirbay,32,Allemagne,"6,00 mio. €","3,70 mio. €",https://www.transfermarkt.fr/kerem-demirbay/profil/spieler/125858,Milieu central,36,5,2118
Yeferson Soteldo,28,Venezuela,"6,00 mio. €","3,65 mio. €",https://www.transfermarkt.fr/yeferson-soteldo/profil/spieler/312294,Ailier gauche,35,1,2354
Nathan Silva,28,Brésil,"6,00 mio. €","3,65 mio. €",https://www.transfermarkt.fr/nathan-silva/profil/spieler/440652,Défenseur central,21,1,1748
Alexis Flips,26,France,"6,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/alexis-flips/profil/spieler/395242,Milieu offensif,35,6,2124
Rodrigo,34,Espagne,"6,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/rodrigo/profil/spieler/131505,Avant-centre,35,15,2067
David Terans,31,Uruguay,"6,00 mio. €","3,35 mio. €",https://www.transfermarkt.fr/david-terans/profil/spieler/261309,Milieu offensif,32,5,2027
Bartosz Slisz,26,Pologne,"6,00 mio. €","3,20 mio. €",https://www.transfermarkt.fr/bartosz-slisz/profil/spieler/382429,Milieu défensif,38,0,3306
Emil Forsberg,34,Suède,"6,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/emil-forsberg/profil/spieler/111078,Ailier gauche,43,9,2204
Iuri Medeiros,31,Portugal,"6,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/iuri-medeiros/profil/spieler/193830,Ailier droit,43,10,2809
Mathias Normann,29,Norvège,"6,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/mathias-normann/profil/spieler/257805,Milieu défensif,17,0,1004
Jacob Brown,27,Écosse,"6,00 mio. €","2,90 mio. €",https://www.transfermarkt.fr/jacob-brown/profil/spieler/469958,Avant-centre,42,9,3070
Adrien Tamèze,32,France,"6,00 mio. €","2,80 mio. €",https://www.transfermarkt.fr/adrien-tameze/profil/spieler/157507,Milieu défensif,39,0,3200
Willian Arão,33,Brésil,"6,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/willian-arao/profil/spieler/210747,Milieu défensif,45,1,3295
Arthur Masuaku,32,RD Congo,"6,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/arthur-masuaku/profil/spieler/181380,Arrière gauche,32,2,2669
Omar Marmoush,27,Égypte,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/omar-marmoush/profil/spieler/445939,Avant-centre,36,6,1667
Dušan Tadić,37,Serbie,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/dusan-tadic/profil/spieler/36139,Ailier droit,47,13,4074
Emil Audero,29,Indonésie,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/emil-audero/profil/spieler/256339,Gardien de but,26,0,2340
Ante Rebić,32,Croatie,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/ante-rebic/profil/spieler/187587,Ailier gauche,31,3,1230
Abdallah Sima,24,Sénégal,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/abdallah-sima/profil/spieler/776798,Ailier gauche,37,6,2016
Ayoze Pérez,32,Espagne,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/ayoze-perez/profil/spieler/246968,Avant-centre,34,5,2220
Flavien Tait,33,France,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/flavien-tait/profil/spieler/202278,Milieu central,38,2,2199
Jean-Philippe Krasso,28,Côte d'Ivoire,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/jean-philippe-krasso/profil/spieler/358515,Avant-centre,35,17,2986
Cristian Guanca,32,Argentine,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/cristian-guanca/profil/spieler/167423,Milieu offensif,30,13,2541
Pep Biel,29,Espagne,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/pep-biel/profil/spieler/263804,Milieu offensif,48,16,3686
Ryan Fraser,31,Écosse,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/ryan-fraser/profil/spieler/146795,Ailier gauche,9,1,401
Matías Rojas,30,Paraguay,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/matias-rojas/profil/spieler/417327,Milieu offensif,38,9,2282
Manuel Lanzini,32,Argentine,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/manuel-lanzini/profil/spieler/135853,Milieu offensif,39,3,2140
João Pedro,33,Italie,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/joao-pedro/profil/spieler/129129,Avant-centre,43,5,1934
Alfredo Morelos,29,Colombie,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/alfredo-morelos/profil/spieler/338962,Avant-centre,48,12,2359
Karol Świderski,29,Pologne,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/karol-swiderski/profil/spieler/330126,Avant-centre,40,15,3108
Myron Boadu,25,Pays-Bas,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/myron-boadu/profil/spieler/412932,Avant-centre,16,3,402
Miguel Crespo,29,Portugal,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/miguel-crespo/profil/spieler/498529,Milieu central,37,3,1999
Lucien Agoumé,23,France,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/lucien-agoume/profil/spieler/569384,Milieu défensif,15,0,1098
Jordan Zemura,26,Zimbabwe,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/jordan-zemura/profil/spieler/633530,Arrière gauche,22,0,1656
Stijn Spierings,29,Pays-Bas,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/stijn-spierings/profil/spieler/241501,Milieu central,42,3,3523
Morgan Sanson,31,France,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/morgan-sanson/profil/spieler/174094,Milieu central,21,2,1508
Lucas Moura,33,Brésil,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/lucas-moura/profil/spieler/77100,Ailier droit,42,7,1987
Agustín Rossi,30,Argentine,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/agustin-rossi/profil/spieler/352324,Gardien de but,24,0,2071
Matheus Uribe,34,Colombie,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/matheus-uribe/profil/spieler/214538,Milieu défensif,51,5,4145
Giulian Biancone,25,France,"6,00 mio. €",?,https://www.transfermarkt.fr/giulian-biancone/profil/spieler/536507,Défenseur central,4,0,170
Divock Origi,30,Belgique,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/divock-origi/profil/spieler/148368,Avant-centre,36,2,1187
Mohamed Bayo,27,Guinée,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/mohamed-bayo/profil/spieler/594991,Avant-centre,30,5,762
Faitout Maouassa,27,France,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/faitout-maouassa/profil/spieler/357072,Arrière gauche,34,5,1958
Du Queiroz,26,Brésil,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/du-queiroz/profil/spieler/906774,Milieu central,17,0,981
Praxedes,23,Brésil,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/praxedes/profil/spieler/574765,Milieu central,32,3,1739
Yasin Ayari,22,Suède,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/yasin-ayari/profil/spieler/667287,Milieu central,9,1,417
Jamal Lewis,28,Irlande du Nord,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/jamal-lewis/profil/spieler/346018,Arrière gauche,4,0,123
Ross Barkley,32,Angleterre,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/ross-barkley/profil/spieler/131978,Milieu central,28,4,1004
Eliot Matazo,23,Belgique,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/eliot-matazo/profil/spieler/535834,Milieu central,29,1,1500
Youcef Atal,29,Algérie,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/youcef-atal/profil/spieler/416108,Arrière droit,25,1,1334
Samu Castillejo,31,Espagne,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/samu-castillejo/profil/spieler/195171,Ailier droit,26,4,1425
Bruno Méndez,26,Uruguay,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/bruno-mendez/profil/spieler/552912,Défenseur central,53,0,3537
Augusto Batalla,29,Argentine,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/augusto-batalla/profil/spieler/275218,Gardien de but,51,0,4590
João Pedro,32,Brésil,"6,00 mio. €",?,https://www.transfermarkt.fr/joao-pedro/profil/spieler/293471,Avant-centre,29,17,2292
Matteo Prati,22,Italie,"1,00 mio. €","5,90 mio. €",https://www.transfermarkt.fr/matteo-prati/profil/spieler/876298,Milieu défensif,20,2,1479
Glen Kamara,30,Finlande,"5,50 mio. €","5,80 mio. €",https://www.transfermarkt.fr/glen-kamara/profil/spieler/242632,Milieu central,35,1,1661
Jaden Philogene,23,Angleterre,"2,80 mio. €","5,80 mio. €",https://www.transfermarkt.fr/jaden-philogene/profil/spieler/665390,Ailier gauche,39,5,2388
Sam Surridge,27,Angleterre,"5,00 mio. €","5,80 mio. €",https://www.transfermarkt.fr/sam-surridge/profil/spieler/398402,Avant-centre,42,8,1663
Cristian Arango,30,Colombie,"5,00 mio. €","5,58 mio. €",https://www.transfermarkt.fr/cristian-arango/profil/spieler/262999,Avant-centre,31,13,1856
Angelo Stiller,24,Allemagne,"5,00 mio. €","5,50 mio. €",https://www.transfermarkt.fr/angelo-stiller/profil/spieler/443710,Milieu défensif,23,1,852
Rogério,28,Brésil,"5,50 mio. €","5,50 mio. €",https://www.transfermarkt.fr/rogerio/profil/spieler/401527,Arrière gauche,37,0,3043
In-beom Hwang,29,Corée du Sud,"4,50 mio. €","5,50 mio. €",https://www.transfermarkt.fr/in-beom-hwang/profil/spieler/365394,Milieu défensif,40,5,3188
Hernán López Muñoz,25,Argentine,"5,50 mio. €","5,50 mio. €",https://www.transfermarkt.fr/hernan-lopez-munoz/profil/spieler/665309,Milieu offensif,38,5,2968
Emmanuel Latte Lath,27,Côte d'Ivoire,"1,50 mio. €","5,50 mio. €",https://www.transfermarkt.fr/emmanuel-latte-lath/profil/spieler/392964,Avant-centre,34,16,2011
Cédric Zesiger,27,Suisse,"5,50 mio. €","5,00 mio. €",https://www.transfermarkt.fr/cedric-zesiger/profil/spieler/382478,Défenseur central,41,2,3566
Víctor Dávila,28,Chili,"5,50 mio. €","5,00 mio. €",https://www.transfermarkt.fr/victor-davila/profil/spieler/366143,Avant-centre,40,13,2766
